categories,descriptions,names
"['4', '8', '13']","צ'כוסלובקיה, תחילת שנות ה-80. מנהל בית ספר עממי מכנס ישיבת הורים מיוחדת, עקב תלונות שהתקבלו באחת הכיתות נגד המורה. המורה, גב' דראזדצ'ובה, סיגלה לעצמה שיטות מקוריות במיוחד לקדם את התלמידים, ובדרך גם לקדם מעט את עצמה. דרכים שדורשות מההורים טובות הנאה קטנות  ...  המשך ...",המורה
"['4', '13']","זוכה פרס הבמאי הטוב ביותר, פסטיבל קאן 2016. רומיאו הוא רופא, והוא מגדל את בתו אליזה להיות כנה והוגנת ולשקוד על לימודיה כדי שתוכל אחרי סיום הלימודים לעזוב ולמצוא לעצמה עתיד טוב יותר. התכנית שלו כמעט מצליחה, עד שיום לפני הבחינה האחרונה של אליזה מתרחשת תקרית ...  המשך ...",בגרות
['4'],"הזוכה בפרס דקל הזהב פסטיבל קאן 2016. דניאל בלייק, נגר בן 59 מניוקאסל, אשר מצב בריאותו אינו מאפשר לו לעבוד, נאלץ לראשונה בחייו לפנות לקבלת עזרה. קייטי, בחורה צעירה ואמא חד הורית לשני ילדים, מגיעה לעיר במסגרת פרויקט דיור לנזקקים ומנסה להתחיל חיים חדשים. דרכ ...  המשך ...","אני, דניאל בלייק"
"['8', '13']","פרנסואה הוא נגן כינור מחונן בתזמורת אבל יש לו בעיה אחת: הוא קמצן. הוא נותר רווק בשנות ה-40 לחייו, עד שיום אחד הכול משתנה. לתזמורת בה הוא מנגן מצטרפת נגנית צ'לו חדשה, ואלרי, שנשבית בקסמיו של פרנסואה ובקסמי המוזיקה הנפלאה שהוא מנגן, ובמקביל נכנסת לחייו נערה ...  המשך ...",קמצן!
"['4', '17']","סיפורם האמיתי של ריצ'ארד ומילדרד לאבינג, זוג מעורב שהתחתן בשנות השישים בווירג'יניה שבארצות הברית. בתקופה ובמקום ההם, ימצאו את עצמם זוג האוהבים במלחמה נגד הממסד, החברה והדעות הקדומות של הסובבים אותם, עבור זכותם לחיות כמשפחה, כשכל מה שעומד לרשותם הם אהבתם ו ...  המשך ...",לאבינג
"['16', '2', '15']","פופי היא המנהיגה האופטימית של הטרולים ולצדה ההיפך המושלם שלה, בראנצ'. ביחד, צמד הטרולים חייב לצאת להרפתקה שתיקח אותם הרחק מעבר לעולם המוכר להם",טרולים (מדובב)
"['16', '2', '15']","פופי היא המנהיגה האופטימית של הטרולים ולצדה ההיפך המושלם שלה, בראנצ'. ביחד, צמד הטרולים חייב לצאת להרפתקה שתיקח אותם הרחק מעבר לעולם המוכר להם",טרולים (מדובב
"['7', '15']","המשך לסרטי ""צופן דה וינצ'י"" ו""מלאכים ושדים"". אחרי שהוא מתעורר בבית חולים בפירנצה ללא זיכרון של מה שקרה לו בימים האחרונים, רוברט לנגדון מוצא את עצמו נמלט על חייו. כאשר לנגדון מתעורר בבית חולים איטלקי ואינו זוכר דבר, הוא חובר לסיינה ברוקס, רופאה אשר לנגדון  ...  המשך ...",התופת (4DX)
"['7', '15']","המשך לסרטי ""צופן דה וינצ'י"" ו""מלאכים ושדים"". אחרי שהוא מתעורר בבית חולים בפירנצה ללא זיכרון של מה שקרה לו בימים האחרונים, רוברט לנגדון מוצא את עצמו נמלט על חייו. כאשר לנגדון מתעורר בבית חולים איטלקי ואינו זוכר דבר, הוא חובר לסיינה ברוקס, רופאה אשר לנגדון  ...  המשך ...",התופת (IMAX)
"['7', '4']","מבוסס על הספר מאת דניס ליהן. הסרט מתרחש בשנות ה-20 בהן מכירת משקאות חריפים הייתה אסורה. ג'ו קופלין, חייל משוחרר  ובנו של רב-פקד במשטרת בוסטון, מפלס את דרכו במעלה הסולם של עולם הפשע בחוף המזרחי של ארצות הברית והופך  ממבריח משקאות חריפים קטן לגנגסטר ידוע לש ...  המשך ...",חי את הלילה
['8'],אחים תאומים מגלים שאמם שיקרה להם לגבי זהות אביהם ויוצאים למסע בחיפוש אחר אביהם,ממזרים
"['4', '17']","סיפורו של אלוף האגרוף וויני פאזיינזה. לאחר תאונת דרכים קטלנית, אשר הותירה אותו ללא מושג האם יחזור ללכת שוב, וויני נלחם על זכותו לשוב  לזירת האגרוף. כשנה לאחר התאונה, הוא חוזר לזירה כדי להילחם באלוף רוברטו דוראן ומבצע את אחד הקאמבקים המדהימים ביותר של עולם ...  המשך ...",להילחם על זה
"['4', '15']","מבוסס על סיפור אמיתי. סארו בן החמש הולך לאיבוד על רכבת הלוקחת אותו הרחק מביתו ומשפחתו. מפוחד ומבולבל, הוא מוצא את עצמו אלפי קילומטרים מביתו עד שהוא מגיע לבית יתומים. לבסוף, סארו מאומץ על ידי זוג אוסטרלי. הוא אינו רוצה לפגוע ברגשותיהם של הוריו המאמצים, ולכ ...  המשך ...",סארו - הדרך הביתה
['7'],"הקצינה סוזן טרנר, שהחליפה את ריצ'ר כראש יחידת החקירות במשטרה הצבאית של צבא ארה""ב, נעצרת באשמת בגידה כאשר היא וריצ'ר יודעים שהיא חפה מפשע. ריצ'ר לא יפסול אף אמצעי כדי להוכיח את חפותה וינסה לחשוף את האמת מאחורי קונספירציה ממשלתית גדולה בה מעורבים חיילים הרו ...  המשך ...",ג'ק ריצ'ר: אין דרך חזרה (4DX)
['7'],"הקצינה סוזן טרנר, שהחליפה את ריצ'ר כראש יחידת החקירות במשטרה הצבאית של צבא ארה""ב, נעצרת באשמת בגידה כאשר היא וריצ'ר יודעים שהיא חפה מפשע. ריצ'ר לא יפסול אף אמצעי כדי להוכיח את חפותה וינסה לחשוף את האמת מאחורי קונספירציה ממשלתית גדולה בה מעורבים חיילים הרו ...  המשך ...",ג'ק ריצ'ר: אין דרך חזרה (IMAX)
"['4', '7']","בעולם המסוכן של פוליטיקאים חזקים, אליזבת סלואן היא הלוביסטית המבוקשת ביותר בוושינגטון. עם רקורד הצלחה מוכח, היא תמיד תעשה את כל הנדרש על מנת לנצח. אבל כשהיא לוקחת על עצמה את היריב החזק ביותר של בקריירה שלה, היא מגלה כי הניצחון עשוי לבוא עם מחיר גבוה מדי",מיס סלואן
"['16', '8', '2']",כיצד משפיעה הגעתו של תינוק חדש על המשפחה ועל אחיו הגדול בן ה-7?,בייבי בוס
"['16', '2']",1879. ילדה יתומה חולמת להפוך לבלרינה ובורחת מאנגליה לפריז כדי להגשים את חלומה,לרקוד
"['8', '1']","קומדיה נוספת בסדרת הסרטים של טיילר פרי בכיכובה של מדיאה שהפעם נאבקת ברוחות רפאים, רוצחים סדרתיים וזומבים במהלך ליל כל הקדושים",ליל כל הקדושים של מדיאה
['1'],1965. אם ושתי בנותיה מזמינות בטעות בסיאנס רוח שטנית לביתם,Ouija 2
['7'],"במהלך פעולה של קרטל סמים, לידיה, חברתו של מנהיג הכנופיה יורה ופוגעת בו. היא נמלטת מהמקום ובורחת לבן אדם היחידי שיש לה בעולם: אביה, אותו לא ראתה כבר שנים ושמעולם לא היה שם בשבילה, ג׳ון לינק.  ג׳ון, אסיר משוחרר אשר היה בזמנו חבר בכנופיית אופנועים, נחוש בדעת ...  המשך ...",נמלטת
"['4', '11']","בצל המהפך הפוליטי הגדול של 1977, שתי אחיות שאפתניות ותחרותיות, שמעולם לא גילו חיבה יתרה אחת לשנייה, נאלצות לשתף פעולה בניסיון נואש להציל את עצמן ואת הוריהן מהשלכותיו של סוד משפחתי אפל שנחשף במקריות",החטאים
"['3', '15', '9']","במעבורת חלל היוצאת למשימה הראשונה ליישב את מאדים, אחת האסטרונאוטים מגלה שהיא בהריון. זמן קצר לאחר שהם נוחתים, היא מתה מסיבוכים בלידת האדם הראשון שנולד על מאדים - כך מתחילים חייו יוצאי הדופן של גרדנר אליוט. בעת חיפוש אחר רמזים על זהות אביו, גרדנר מתחיל לפת ...  המשך ...",המקום בינינו
"['3', '7']","צוות תחנת חלל בינלאומית נמצא על סף אחת התגליות החשובות ביותר בהיסטוריה האנושית: עדות ראשונה לחיים על מאדים. כשהצוות מתחיל את המחקר, השיטות שלהם מובילות לתוצאות לא רצויות וצורת החיים מתגלה כבעלת תבונה גבוהה ממה שמישהו אי פעם ציפה",סימן חיים
"['7', '4']","לאחר התקפת הטרור במרתון בוסטון בשנת 2013, סמל המשטרה טומי סונדרס מצטרף לניצולים, למגישי העזרה הראשונה ולחוקרים במרוץ נגד השעון כדי לצוד את המחבלים לפני שהם יכו שנית. סיפורו ארוג יחד לסיפורם של הסוכן המיוחד, מפכ""ל המשטרה, סמל משטרה ואחות לכרוניקה של אחד המ ...  המשך ...",הגיבורים של בוסטון
"['7', '3', '15']","דוקטור סטריינג' הוא האלטר אגו של ד""ר סטיבן סטריינג', נוירו-כירורג נודע אך אנוכי אשר עדיפותו הראשונה הייתה לצבור הון. כתוצאה מתאונת דרכים, ידיו נפגעו ונמנע ממנו לשוב ולהתעסק ברפואה. במסעו חובק העולם אחר תרופה למצבו, סטריינג' פגש בהרי ההימלאיה בנזירה שמלמדת ...  המשך ...",דוקטור סטריינג' (תלת מימד)
"['16', '2']","זהו ביקורו הראשון של טופ-תול בעיר ומטרתו להצליח בה בגדול. הסיכוי שלו הוא מצוין, יש לו תושייה כריזמטית, חיוך מקסים, ביטחון עצמי מעורר השראה ותחבולות מוטרפות. תחבולותיו מסבכות אותו בין היתר עם הבוס של העיר, מיסטר ביג, בעיקר כשהוא מנסה להפיל את האימפריה שלו  ...  המשך ...",חתול בצמרת: ההתחלה (מדובב)
"['8', '4', '9']","ג'ון, אמן ניו יורקי קשה יום, נוסע לבית משפחתו בעיירת הולדתו לבקר את אמו החולה. הביקור מחזיר אותו אל חיק משפחתו הלא מתפקדת וליריבות ארוכת שנים מימי התיכון. חיזוריה של אהובת נעוריו מסבכים אף הם את ביקורו, שכן בת זוגתו הנוכחית ממתינה לו בדירתם המשותפת בניו י ...  המשך ...",זמן משפחתי
"['8', '13']","סטפני בת ה-40 חוזרת לגור עם אמה. היא נאלצת להתמודד עם דירה מחוממת יתר על המידה, להשתתף במשחקי ""שבץ נא"" אינסופיים, וכמובן, לשמוע את הערותיה החוזרות של האם והמלצותיה כיצד לנהל את חייה. כל אחת מהן צריכה לגלות סבלנות רבה מאוד, אבל יום אחד, כאשר שאר בני המשפחה ...  המשך ...",לחזור לגור עם אמא
"['4', '17']","סיפור מאבקה המשפטי של הפרופסור האמריקנית דברה ליפסטאד על האמת ההיסטורית נגד דיוויד אירוינג. אירוינג האשים אותה בהוצאת דיבה נגדו, כשהכריזה עליו כמכחיש שואה. במערכת המשפט הבריטית, במקרים של הוצאת דיבה, חובת ההוכחה היא על הנתבע. לכן נדרש היה מליפסטאד וצוות ה ...  המשך ...",הכחשה
"['1', '7']","קווין הוא חולה סכיזופרניה שבתוך גופו חיות 23 זהויות שונות. בהשראת אחת מהן הוא חוטף 3 נערות וכולא אותן במרתף חשוך ומבודד. הנערות מנסות להיעזר בזהויות השונות שלו בכדי למצוא פרצה ולברוח, כאשר במקביל מתנהל אחריו מצוד משטרתי, בניסיון להבין את נבכי מוחו המפותל  ...  המשך ...",ספליט
"['10', '11']","זוכה פרס הקהל בפסטיבל ""דוקאביב"" 2016. יצחק ושפסיל, שני אחים שנולדו במחנה העקורים ברגן בלזן מיד לאחר מלחמת העולם השנייה, חיו בצלם של סודות שהוסתרו מהם כל חייהם על ידי הקרובים להם ביותר. כתינוקות הם הופרדו, ולא ידעו אחד על קיומו של השני כל חייהם. תחקור תולד ...  המשך ...",הסודות של איידה
"['4', '11']","נועה היא אישה-ילדה אבודה שמחפשת קירבה וקשר למציאות סביבה. היא מנהלת מערכות יחסים לא שגרתיות עם השכן שלה, עם חייל צעיר, ועם הרופא שלה. משוטטת מפה לשם ובודקת גבולות, לא מוצאת את מקומה בעולם. מוקפת בשקט חיצוני, ושרויה באי שקט פנימי.  מצד אחד יש לה צורך באינט ...  המשך ...",פעם הייתה ילדה
"['4', '11']","בדירת שותפות בתל אביב נפגשות לילא, סלמה ונור - שלוש צעירות פלסטיניות ישראליות החיות הרחק מעיני החברה הערבית, בלב החברה הישראלית הליברלית. סצנת האנדרגראונד הפלסטינית בתל אביב משמשת מרחב פעולה חדש לבדיקת גבולות החופש שהן תובעות לעצמן. דרך הקריירות שלהן וחיי ...  המשך ...","לא פה, לא שם"
"['8', '13']","או לה לה! פסטיבל הקומדיות הצרפתיות  בסינמטקים בכל רחבי הארץ ובהקרנות בסינמה סיטי וביס פלאנט החל מתאריך 14 בנובמבר ועד דצמבר. סרטי הפסטיבל: לחזור לגור עם אמא, להתאהב מעל הראש, אפקט המים, מלכת מונטריי, לולו אישה עירומה, ההרפתקה הגדולה, אסטריקס ואובליקס: המש ...  המשך ...",פסטיבל הקומדיות הצרפתיות - או לה לה
"['4', '7', '13']","עאמד וראנה, זוג צעיר, נאלצים לעזוב את דירתם  בעקבות עבודות תשתית מסוכנות, בדיוק כשההצגה החדשה בה הם משתתפים כשחקנים חובבים - ""מותו של סוכן"" עומדת לעלות. בעזרת חבר שדירה בבעלותו בדיוק התפנתה, הם עוברים לדירה במרכז טהרן, שעדיין מלאה בחפציה של הדיירת הקודמת  ...  המשך ...",הסוכן
['7'],"צוות של הקומנדו הימי הנמצא במשימה באירופה מוכת המלחמה ומגלה אוצר של זהב בתחתית אגם – אשר השמועה אומרת ששוויו מאות מיליוני דולרים. מתוך רצון לעזור למקומיים, הם מחליטים לתכנן שוד מורכב כדי להגיע לזהב ולהחזירו לבעליו החוקיים. אבל לאחר תפנית קטלנית, האויב מתח ...  המשך ...",מורדים
"['15', '2']","הסרט מבוסס על הספר ""חיות הפלא והיכן למצוא אותן"" מאת ג'יי. קיי. רולינג ומהווה סרט ספין-אוף לסדרת סרטי הארי פוטר. העלילה מתרחשת 70 שנה לפני סרטי ""הארי פוטר"" ועוקבת אחר הסופר ניוט סלמנדרה בקהילה הסודית של מכשפות וקוסמים בניו יורק",חיות הפלא והיכן למצוא אותן (תלת מימד)
"['15', '2']","הסרט מבוסס על הספר ""חיות הפלא והיכן למצוא אותן"" מאת ג'יי. קיי. רולינג ומהווה סרט ספין-אוף לסדרת סרטי הארי פוטר. העלילה מתרחשת 70 שנה לפני סרטי ""הארי פוטר"" ועוקבת אחר הסופר ניוט סלמנדרה בקהילה הסודית של מכשפות וקוסמים בניו יורק",חיות הפלא והיכן למצוא אותן (תלת מימד
"['15', '2']","הסרט מבוסס על הספר ""חיות הפלא והיכן למצוא אותן"" מאת ג'יי. קיי. רולינג ומהווה סרט ספין-אוף לסדרת סרטי הארי פוטר. העלילה מתרחשת 70 שנה לפני סרטי ""הארי פוטר"" ועוקבת אחר הסופר ניוט סלמנדרה בקהילה הסודית של מכשפות וקוסמים בניו יורק",חיות הפלא והיכן למצוא אותן תלת מימד
"['8', '4']",משפחה לא מתפקדת מתכנסת לחג המולד בפעם הראשונה מאז שאם המשפחה הלכה לעולמה,כמעט חג המולד
"['4', '7']","למאי יש את החיים המושלמים: קריירה עצמאית משגשגת, בן זוג אוהב, משפחה מאמצת תומכת וחיים שלווים ורגועים. אולם משהו חסר לה. הצורך למצוא קשר דם ומשמעות לחייה מבעבע בה, והיא יוצאת לחפש את השורשים שלה. היא מגלה אחות אבודה, והכימיה בין השתיים חזקה ומיידית. לראשונ ...  המשך ...",אחיות בדם
"['4', '11', '18']","עותק משוחזר דיגיטלית לכבוד חגיגות ה-30 לסרט הקאלט. סיפורם של תלמידי תיכון, שמיניסטים, ערב גיוס בתל אביב של 1970, בצל מלחמת ההתשה, המנסים למצות את הביחד שלהם, ולהספיק לממש חלומות אישיים לפני הבלתי נודע. כאשר מתקבלת הידיעה על מות חברם, יוסי, שהתגייס ראשון ו ...  המשך ...",בלוז לחופש הגדול
"['10', '13']","מארג העשוי סיפורים ותמונות של אנשים מרחבי העולם, המבקש להבין מהו אנושי, ומה הופך אותנו לבני אדם. דרך סיפורים מלאי כנות על אהבה ושמחה לצד שנאה ואלימות מוביל אותנו הסרט למסע מעמיק אל לב האנושות.  ""פני האנושות"" מעמת אותנו עם ההבנה שבכולנו מכלול התכונות האנוש ...  המשך ...",פני האנושות
"['7', '3']","כאשר כוחותיו מתחילים להיחלש, וולברין מוצא את עצמו לראשונה פגיע באמת. לאחר חיים שלמים של כאב וצער, הוא מוצא את עצמו אבוד בעולם בו אקס-מן הם רק אגדה וגן המוטציות הונדס גנטית מחוץ לאוכלוסיה. המנטור שלו, צ'ארלס אקסביור, משכנע את וולברין לצאת למשימה אחת אחרונה ...  המשך ...",לוגאן - וולברין
"['8', '4']",החיים בבית הספר התיכון הופכים לבלתי נסבלים עבור נדין כאשר חברתה הטובה ביותר מתחילה לצאת עם אחיה הגדול,The Edge of Seventeen
"['3', '7']","מותחן משטרתי עתידני העוקב אחר עלילותיה של מוטוקו קוסאנאגי, חברת השירות החשאי ""מדור 9"" ביפן, שמתמחה בלחימה בפשעי טכנולוגיה, טרור ולוחמה קיברנטית. היא מסוגלת לביצועים על-אנושיים כיוון שרק מוחה וחלקים מעמוד השדרה שלה הם אורגניים ושאר גופה מכני",הרוח במעטפת
"['4', '17']","אוטוביוגרפיה בדיונית של הסופר והמשורר הצ'יליאני שנאלץ לגלות מארצו עקב מאבקו במשטר הפשיסטי. דמויות וגיבורים מיצירותיו של נרודה מתעוררים לחיים במסע בו בלש משטרה, נציג השלטון, מנסה ללכוד את המשורר על פי רמזים המוטמנים בכתביו",נרודה
"['2', '16']","החיים המושלמים של אוזי, כלב רגוע וחביב, עומדים להתהפך. משפחתו, אשר נוסעת לטיול ארוך ביפן, מחליטה לשלוח אותו ל""בלו קריק"". מה שנראה כספא ופנסיון כלבים יוקרתי, מתגלה כשקר גדול שמטושטש על ידי הבעלים הרעים. אוזי מגלה במהרה שהפנסיון היוקרתי הוא למעשה בית כלא לכ ...  המשך ...",אוזי והנביחה הגדולה (מדובב)
"['3', '7']","ספין אוף ל""מלחמת הכוכבים"" שמתרחש קצת לפני אירועי פרק 4. הסרט מספר את סיפורם של חבורת גיבורים לא צפויים המתאחדת כדי לקחת על עצמה את המשימה המסוכנת והכמעט בלתי אפשרית לגנוב את התכניות של נשק הרסני.",רוג אחת: סיפור מלחמת הכוכבים (תלת מימד)
"['16', '2', '8']","אנימציה של אולפני דיסני. לפני 3000 שנה, המלחים הטובים בעולם יצאו למסע לחצות את האוקיינוס השקט כדי לגלות את האיים הנסתרים שבו. אולם לפתע המסע שלהם נעצר, ואיש אינו יודע מדוע. אלפי שנים לאחר מכן נערה בשם מואנה מפליגה למשימה נועזת כדי להוכיח את עצמה ולהשלים א ...  המשך ...",מואנה (מדובב
"['3', '7']","ספין אוף ל""מלחמת הכוכבים"" שמתרחש קצת לפני אירועי פרק 4. הסרט מספר את סיפורם של חבורת גיבורים לא צפויים המתאחדת כדי לקחת על עצמה את המשימה המסוכנת והכמעט בלתי אפשרית לגנוב את התכניות של נשק הרסני.",רוג אחת: סיפור מלחמת הכוכבים (תלת מימד
"['16', '2', '8']","אנימציה של אולפני דיסני. לפני 3000 שנה, המלחים הטובים בעולם יצאו למסע לחצות את האוקיינוס השקט כדי לגלות את האיים הנסתרים שבו. אולם לפתע המסע שלהם נעצר, ואיש אינו יודע מדוע. אלפי שנים לאחר מכן נערה בשם מואנה מפליגה למשימה נועזת כדי להוכיח את עצמה ולהשלים א ...  המשך ...",מואנה (מדובב)
"['16', '2']","ארץ אגדות מופלאה חיה תחת איומו של דרקון יורק אש. טורניר מיוחד יקבע מי הלוחם הטוב ביותר שיישלח להציל את הממלכה מהאיום הגדול, כשהגיבור יזכה להגשמת משאלה אחת, על פי בקשתו. טרנק בן העשר, שמשפחתו הענייה משרתת אדון אכזר, חולם להיות אביר ולשחרר את משפחתו לחופשי. ...  המשך ...",תפוס ת'דרקון (מדובב)
"['8', '4', '13']","אינס, בחורה צעירה אשר גרה בבוקרשט, החליטה להקדיש את עצמה לקריירה תובענית הרחק ממשפחתה בגרמניה. יום אחד מחליט אביה שהוא זקוק לעוד זמן עמה ונוסע על דעת עצמו לבקרה ברומניה. האב, פנסיונר בעל חוש הומור ייחודי ואקסצנטרי, מגיע לרומניה בהפתעה גמורה, בדיוק כשבתו נ ...  המשך ...",טוני ארדמן
"['4', '17']","מועמד ל-3 פרסי אוסקר. בשתי היממות שלאחר רצח בעלה, הנשיא ג'ון קנדי, הגברת הראשונה ג'קי קנדי מתמודדת הן עם כאבה האישי והצורך להגן על ילדיה, והן בצורך לשמור את מורשתו של הנשיא המנוח ולהבטיח את הנצחתו לדורות הבאים מול ממשל אמריקאי אטום, שמטרתו היא להבטיח המשך ...  המשך ...",ג'קי
"['7', '4']","אלכס הוא מקצוען בכל הקשור במחשבים. הוא יוצר קשר עם אנשי הדארק-ווב מאחר והוא חייב להציל את משפחתו וגם לנקום בבנק שפיטר את אימו. העסקים פורחים, הכסף זורם עד שמשהו משתבש בגדול. במהרה מוצאים אלכס ושני שותפיו את עצמם נמלטים מהשלטונות ואנשי הדארק-ווב. אם השלטונ ...  המשך ...",האקר
"['16', '14', '8']",קואלה בשם באסטר מגייס את חבריו לסייע לו להציל את התאטרון שלו באמצעות העלאת מופע תחרות כשרונות מוסיקליים,לשיר (מדובב)
"['16', '14', '8']",קואלה בשם באסטר מגייס את חבריו לסייע לו להציל את התאטרון שלו באמצעות העלאת מופע תחרות כשרונות מוסיקליים,לשיר (תלת מימד
['4'],"תולדות חייו של גבר שחור צעיר בשלושה שלבים בחייו – כילד, נער ואדם בוגר – בעוד הוא מתמודד עם הסובבים אותו בשכונה בה הוא גדל במיאמי, אמו המכורה, גילוי המיניות שלו, והנסיון למצוא את מקומו בחברה",אור ירח
"['15', '7']","בתו של מלך מצרים נקברה בעודה בחיים ונטמנה בבטן האדמה. כעבור 3,000 שנים, מגלים במקרה שודד אוצרות וארכאולוגית בריטית בעיראק של ימינו את ארון קבורתה של הנסיכה, והמומיה נלקחת ללונדון לחקירת הממצא החשוב. הנסיכה העתיקה מתעוררת לחיים ומחליטה לנקום בעזרת כוחות או ...  המשך ...",המומיה
"['4', '3']","סמנתה קינגסטון היא אישה צעירה שיש לה הכל: חבר חתיך, חברים טובים ומראה מצודד. ה-12 לפברואר היה אמור להיות רק עוד יום בחייה היפים של סם, עד שהוא הפך ליומה האחרון. כשהיא תקועה בלחיות את יומה האחרון שוב ושוב במשך שבוע, סם מנסה לפתור את התעלומה סביב מותה – ומג ...  המשך ...",לפני שאפול
"['8', '4']","דורותיה פילד, אם חד הורית נחושה שנמצאת באמצע שנות ה- 50 שלה, מגדלת בסנטה ברברה את בנה המתבגר ג'יימי, בזמנים גדושים במרדנות ושינויים תרבותיים. דורותיה מגייסת לעזרה בגידולו של ג'יימי שתי נשים צעירות- אבי, אמנית פאנק בעלת נפש חופשית אשר מתגוררת בביתם של משפח ...  המשך ...",נשות המאה ה-20
['15'],"תלמיד תיכון חולם לעזוב את העיירה הקטנה שבה הוא חי, ובונה משאית 'מפלצת' מחלפים של גרוטאות. תאונה באתר קידוח נפט קרוב משחררת יצור משונה עם חיבה מיוחדת למהירות. יחד הם עשויים למצוא חברות ואת הדרך לעזוב את העיירה מאחוריהם",משאית מפלצת
['3'],"שלושים שנים לאחר אירועי הסרט הראשון, קיי, שוטר במשטרת לוס אנג'לס, חושף סוד ישן אשר עלול להמיט אסון על מה שנותר מהאנושות. מה שקיי מגלה מוביל אותו לצאת ולמצוא את ריק דוקארד, בלייד ראנר לשעבר שנעלם לפני 30 שנה",בלייד ראנר 2049
"['15', '4']","מבוסס על אירועים אמיתיים. קני וולס הוא יזם, קומבינטור וטיפוס חלקלק שחולם להתעשר במהרה, יוצא יחד עם גיאולוג הוא למסע בג'ונגל האינדונזי המסוכן במטרה לאתר מכרה זהב",מכורים לזהב
"['3', '15']","ספינת חלל ענקית מסיעה אלפי אנשים השקועים בשינה קפואה. בגלל תקלה, נוסע אחד מתעורר תשעים שנה לפני המועד המתוכנן. הגורל הצפוי לו הוא חיים שלמים בבדידות מוחלטת. כדי להפיג את הבדידות, הוא מחליט להעיר נוסעת אחת נוספת.  כאשר השניים מנסים לגלות את האמת מאחורי התק ...  המשך ...",הנוסעים (תלת מימד)
"['4', '8', '13']","זוכה פרס גויה (האוסקר הספרדי) לסרט הטוב ביותר בשמת 2016. חוליאן, שחקן תאטרון מוערך, גר במדריד עם כלבו הנאמן טרומן ומתמודד עם רגעים קשים בחייו. כאשר חברו הטוב תומאס המתגורר בקנדה מחליט לבקר אותו במפתיע לארבעה ימים, שני חברי הילדות משלימים פערים בזמן קצר. ב ...  המשך ...",טרומן - חברים עד הסוף
['7'],"לאחר שהשוטר וינסנט דאונז ושותפו מסכלים משלוח סמים שמיועד לאחד מסוחרי הסמים המסוכנים ביותר בלאס וגאס, בנו של דאונז נחטף. נחוש להציל אותו, ימצא את עצמו דאונז במרכזו של מצוד מסוכן, כשהוא נרדף על ידי סוחר הסמים האכזרי ועל ידי סוכנת חקירות פנימיות שמשוכנעת שדא ...  המשך ...",מצוד לילי
"['7', '3']","בעזרת טכנולוגיה מהפכנית שמשחררת את הזכרונות הגנטיים שלו, קאלם לינץ' חווה את ההרפתקאות של אבי אבותיו, אגילאר, בספרד של המאה ה-15. קאלם מגלה שהוא נצר לחברה סודית ומסתורית, המתנקשים, ושהוא נושא עמו ידע וכישורים אדירים שאיתם הוא יכול להתמודד עם ארגון הטמפלרים ...  המשך ...",אמונת המתנקש (תלת מימד)
"['7', '3']","בעזרת טכנולוגיה מהפכנית שמשחררת את הזכרונות הגנטיים שלו, קאלם לינץ' חווה את ההרפתקאות של אבי אבותיו, אגילאר, בספרד של המאה ה-15. קאלם מגלה שהוא נצר לחברה סודית ומסתורית, המתנקשים, ושהוא נושא עמו ידע וכישורים אדירים שאיתם הוא יכול להתמודד עם ארגון הטמפלרים ...  המשך ...",אמונת המתנקש (תלת מימד
"['7', '3']","בעזרת טכנולוגיה מהפכנית שמשחררת את הזכרונות הגנטיים שלו, קאלם לינץ' חווה את ההרפתקאות של אבי אבותיו, אגילאר, בספרד של המאה ה-15. קאלם מגלה שהוא נצר לחברה סודית ומסתורית, המתנקשים, ושהוא נושא עמו ידע וכישורים אדירים שאיתם הוא יכול להתמודד עם ארגון הטמפלרים ...  המשך ...",אמונת המתנקש (תלת מימד
"['4', '14', '13']","מרים אלחנדרה ביאנקי היא גננת נשואה ויש לה שני ילדים קטנים. היא חשה ריקנות בחייה המקצועיים ומחליטה להגיע לאודישן, חרף התנגדותו של בעלה. היא נבחרת והופכת לג'ילדה ופותחת במסע לעבר התהילה. ללא כל תמיכה כלכלית, תוך התמודדות עם הדעות הקדומות של משפחתה ביחס למעמ ...  המשך ...",ג'ילדה
"['7', '1']","מבוסס על ספרו של סטיבן קינג. גל קול מסתורי מתחיל לשדר ברשתות הסלולר. הצליל שנשמע במכשירים הסלולרים גורם לאנושות לאבד את השפיות ולהתחיל לתקוף את עצמה. גבר בשם קליי מנסה להימלט ומצטרף אל המפקח טום ולניצולה צעירה נוספת. יחד, הם עושים את דרכם אל מחוץ לעיר בני ...  המשך ...",סלולרי
['8'],"ביום האחרון של שנת הלימודים, המורה לאנגלית, אנדי, מנסה כמיטב יכולתו לא לצאת משליטה למרות מעשי הקונדס של הבוגרים, התפקוד הלקוי של מנהל בית הספר והיעדר תקציב שמאיים על המשך עבודתו. הכל הופך גרוע יותר כאשר הוא גורם בטעות לפיטוריו של עמיתו הקשוח רון, שלא נשאר ...  המשך ...",מורים בהפרעה
"['2', '16', '15']","סרט המשך שלישי בסדרת האנימציה. לאחר שנותר מאחורי מכוניות מהירות מהדור החדש, ספידי מקווין, לפתע מוצא את עצמו מחוץ לספורט שהוא כה אוהב. כדי לחזור חזרה למשחק, הוא יזדקק לעזרתה של טכנאית מרוצים צעירה ונלהבת בשם קרוז רמירז, אשר יש לה תכנית משלה איך לנצח את המר ...  המשך ...",מכוניות 3
